posicion,sufijo,descripcion
7210.69,SB05,DE ANCHURA SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm
7210.69,SC01,DE LARGO INFERIOR O IGUAL A 900 mm
7210.69,SC02,DE LARGO SUPERIOR A 900 mm PERO INFERIOR O IGUAL A 1000 mm
7210.69,SC03,DE LARGO SUPERIOR A 1000 mm PERO INFERIOR O IGUAL A 1150 mm
7210.69,SC04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250 mm
7210.69,SC05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450 mm
7210.69,SC06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800 mm
7210.69,SC07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm
7210.70,SA01,CUYA BASE ESTA REVESTIDA DE CINC.
7210.70,SA02,CUYA BASE ESTA REVESTIDA DE ALUMINIO.
7210.90.00.000,NA01,"DE ESPESOR INFERIOR O IGUAL A 0,15 mm."
7210.90.00.000,NA02,"DE ESPESOR SUPERIOR A 0,15 mm PERO INFERIOR O IGUAL A 0,20 mm."
7210.90.00.000,NA03,"DE ESPESOR SUPERIOR A 0,20 mm PERO INFERIOR O IGUAL A 0,50 mm."
7210.90.00.000,NA04,"DE ESPESOR SUPERIOR A 0,50 mm PERO INFERIOR O IGUAL A 1 mm."
7210.90.00.000,NA05,DE ESPESOR SUPERIOR A 1 mm PERO INFERIOR O IGUAL A 2 mm.
7210.90.00.000,NA06,DE ESPESOR SUPERIOR A 2 mm PERO INFERIOR O IGUAL A 3 mm.
7210.90.00.000,NB01,DE ANCHURA INFERIOR O IGUAL A 900 mm.
7210.90.00.000,NB02,DE ANCHURA SUPERIOR A 900 mm PERO INFERIOR O IGUAL A 1200 mm.
7210.90.00.000,NB03,DE ANCHURA SUPERIOR A 1200 mm PERO INFERIOR O IGUAL A 1500 mm.
7210.90.00.000,NB04,DE ANCHURA SUPERIOR A 1500 mm PERO INFERIOR O IGUAL A 1800 mm.
7210.90.00.000,NB05,DE ANCHURA SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm.
7210.90.00.000,NC01,DE LARGO INFERIOR O IGUAL A 900 mm.
7210.90.00.000,NC02,DE LARGO SUPERIOR A 900 mm PERO INFERIOR O IGUAL A 1000 mm.
7210.90.00.000,NC03,DE LARGO SUPERIOR A 1000 mm PERO INFERIOR O IGUAL A 1150 mm.
7210.90.00.000,NC04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250 mm.
7210.90.00.000,NC05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450 mm.
7210.90.00.000,NC06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800 mm.
7210.90.00.000,NC07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm.
7212.40,SA01,CUYA BASE ESTE REVESTIDA DE CINC.
7212.40,SA02,CUYA BASE ESTE REVESTIDA DE ALUMINIO.
7213.91,SA01,APTO PARA TREFILAR.
7213.91,SA02,APTO PARA ESTAMPAR.
7213.91,SB01,DE DIAMETRO INFERIOR O IGUAL A 6 mm.
7213.91,SB02,DE DIAMETRO SUPERIOR A 6 mm PERO INFERIOR O IGUAL A 8 mm.
7213.91,SB03,DE DIAMETRO SUPERIOR A 8 mm PERO INFERIOR O IGUAL A 10 mm.
7213.91,SC01,CON REVESTIMIENTO DE COBRE.
7213.91.10.000,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,80 %."
7213.91.90.100,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,10 %."
7213.91.90.100,NA02,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,10 % PERO INFERIOR O IGUAL A 0,20 %."
7213.91.90.900,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,45 %."
7213.99,SA01,APTO PARA TREFILAR.
7213.99,SA02,APTO PARA ESTAMPAR.
7213.99,SB01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 6 mm EN SU MAYOR DIMENSION.
7213.99,SB02,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 6 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7213.99,SB03,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 8 mm PERO INFERIOR O IGUAL A 10 mm EN SU MAYOR DIMENSION.
7213.99,SB04,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 10 mm PERO INFERIOR O IGUAL A 12,7 mm EN SU MAYOR DIMENSION."
7213.99,SB05,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 12,7 mm PERO INFERIOR O IGUAL A 14 mm EN SU MAYOR DIMENSION."
7213.99,SB06,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 14 mm PERO INFERIOR O IGUAL A 18 mm EN SU MAYOR DIMENSION.
7213.99,SB07,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 18 mm PERO INFERIOR O IGUAL A 24 mm EN SU MAYOR DIMENSION.
7213.99,SC01,CON REVESTIMIENTO DE COBRE.
7213.99.10.000,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A"
7213.99.90.000,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,10%."
7213.99.90.000,NA02,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,10%, PERO INFERIOR O IGUAL A 0,25%."
7213.99.90.000,NA03,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,25%, PERO INFERIOR O IGUAL A 0,45%."
7214.10,SA01,DE SECCION TRANSVERSAL EN FORMA DE CIRCULO.
7214.10,SA02,DE SECCION TRANSVERSAL EN FORMA DE RECTANGULO.
7214.10,SA03,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7214.10,SA04,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7214.10.10.000,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,10%."
7214.10.10.000,NA02,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,10%, PERO INFERIOR O IGUAL A 0,25%."
7214.10.10.000,NA03,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,25%, PERO INFERIOR O IGUAL A 0,45%."
7214.10.10.000,NB01,CUYO CORTE TRANSVERSAL SEA UNFERIOR O IGUAL A 80 mm EN SU MAYOR DIMENSION.
7214.10.10.000,NB02,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 80 mm PERO INFERIOR O IGUAL A 150 mm EN SU MAYOR DIMENSION.
7214.10.10.000,NB03,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 150 mm PERO INFERIOR O IGUAL A 300 mm EN SU MAYOR DIMENSION.
7214.10.10.000,NB04,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 300 mm PERO INFERIOR O IGUAL A 450 mm EN SU MAYOR DIMENSION.
7214.10.10.000,NB05,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 450 mm PERO INFERIOR O IGUAL 600 mm EN SU MAYOR DIMENSION.
7214.10.90.000,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,80%."
7214.10.90.000,NB01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 80 mm EN SU MAYOR DIMENSION.
7214.10.90.000,NB02,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 80 mm PERO INFERIOR O IGUAL A 150 mm EN SU MAYOR DIMENSION.
7214.10.90.000,NB03,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 150 mm PERO INFERIOR O IGUAL A 300 mm EN SU MAYOR DIMENSION.
7214.10.90.000,NB04,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 300 mm PERO INFERIOR O IGUAL A 450 mm EN SU MAYOR DIMENSION.
7214.10.90.000,NB05,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 450 mm PERO INFERIOR O IGUAL A 600 mm EN SU MAYOR DIMENSION.
7214.20.00.000,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,25 %."
7214.20.00.000,NA02,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,25 %, PERO INFERIOR O IGUAL A 0,45 %."
7214.20.00.000,NA03,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,45 %, PERO INFERIOR O IGUAL A 0,60 %."
7214.20.00.000,NB01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 8 mm.
7214.20.00.000,NB02,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 8 mm PERO INFERIOR O IGUAL A 12 mm.
7214.20.00.000,NB03,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 12 mm PERO INFERIOR O IGUAL A 18 mm.
7214.20.00.000,NB04,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 18 mm PERO INFERIOR O IGUAL A 25 mm.
7214.20.00.000,NC01,TORSIONADAS.
7214.20.00.000,ND01,SEGUN NORMA IRAM-IAS U-500-528.
7214.30.00.000,NA01,DE ACERO SERIE SAE-AISI 11XX Y EQUIVALENTES DE OTRAS NORMAS.
7214.30.00.000,NA02,DE ACERO SERIE SAE-AISI 12XX Y EQUIVALENTES DE OTRAS NORMAS.
7214.30.00.000,NA03,DE ACERO SERIE SAE-AISI 12LXX Y EQUIVALENTES DE OTRAS NORMAS.
7214.30.00.000,NB01,"CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 9,5 mm EN SU MAYOR DIMENSION."
7214.30.00.000,NB02,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 9,5mm. PERO INFERIOR O IGUAL A 12,7mm. EN SU MAYOR DIMENSION."
7214.30.00.000,NB03,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 12,7mm. PERO INFERIOR O IGUAL A 19,5mm. EN SU MAYOR DIMENSION."
7214.30.00.000,NB04,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 19,5 mm PERO INFERIOR O IGUAL A 25,4 mm."
7214.30.00.000,NB05,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 25,4mm. PERO INFERIOR O IGUAL 40mm. EN SU MAYOR DIMENSION."
7214.30.00.000,NB06,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 40mm. PERO INFERIOR O IGUAL A 60mm. EN SU MAYOR DIMENSION.
7214.30.00.000,NC01,DE SECCION TRANSVERSAL EN FORMA DE CIRCULO.
7214.30.00.000,NC02,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7214.30.00.000,NC03,DE SECCION TRANSVERSAL EN FORMA DE RECTANGULO.
7214.30.00.000,NC04,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7214.91.00.100,NA01,APTO PARA FORJAR.
7214.91.00.100,NB01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,10%."
7214.91.00.100,NB02,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,10% PERO INFERIOR O IGUAL A 0,25%."
7214.91.00.100,NB03,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,25% PERO INFERIOR O IGUAL A 0,45%."
7214.91.00.100,NB04,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,45% PERO INFERIOR O IGUAL A 0,60%."
7214.91.00.210,NA01,APTO PARA FORJAR.
7214.91.00.210,NB01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,10%."
7214.91.00.210,NB02,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,10% PERO INFERIOR O IGUAL A 0,25%."
7214.91.00.210,NB03,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,25% PERO INFERIOR O IGUAL A 0,45%."
7214.91.00.210,NB04,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,45% PERO INFERIOR O IGUAL A 0,60%."
7214.91.00.290,NA01,APTO PARA FORJAR.
7214.91.00.290,NB01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,10%."
7214.91.00.290,NB02,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,10% PERO INFERIOR O IGUAL A 0,25%."
7214.91.00.290,NB03,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,25% PERO INFERIOR O IGUAL A 0,45%."
7214.91.00.290,NB04,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,45% PERO INFERIOR O IGUAL A 0,60%."
7214.99,SA01,APTAS PARA FORJAR.
7214.99,SB01,"CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 9,5 mm EN SU MAYOR DIMENSION."
7214.99,SB02,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 9,5 mm PERO INFERIOR O IGUAL A 12,7 mm EN SU MAYOR DIMENSION."
7214.99,SB03,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 12,7 mm PERO INFERIOR O IGUAL A 19,5 mm EN SU MAYOR DIMENSION."
7214.99,SB04,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 19,5 mm PERO INFERIOR O IGUAL A 25,4 mm EN SU MAYOR DIMENSION."
7214.99,SB05,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 25,4 mm PERO INFERIOR O IGUAL A 40 mm EN SU MAYOR DIMENSION."
7214.99,SC01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,10 %."
7214.99,SC02,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,10 %"
7214.99,SC03,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,25 %"
7214.99,SC04,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,45 %"
7214.99.90.900,NA01,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7215.10.00.000,NA01,DE ACERO SERIE SAE-AISI 11 XX Y EQUIVALENTES DE OTRAS NORMAS.
7215.10.00.000,NA02,DE ACERO SERIE SAE-AISI 12 XX Y EQUIVALENTES DE OTRAS NORMAS.
7215.10.00.000,NA03,DE ACERO SERIE SAE-AISI 12 LXX Y EQUIVALENTES DE OTRAS NORMAS.
7215.50.00.000,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,10%."
7215.50.00.000,NA02,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,10% PERO INFERIOR O IGUAL A 0,25%."
7215.50.00.000,NA03,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,25% PERO INFERIOR O IGUAL A 0,45%."
7215.50.00.000,NA04,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,45% PERO INFERIOR O IGUAL A 0,60%."
7215.50.00.000,NA05,"CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR A 0,60% PERO INFERIOR O IGUAL A 0,80%."
7215.90,SA01,REVESTIDAS CON COBRE.
7215.90.90.900,NA01,"CON UN CONTENIDO DE CARBONO, EN PESO, INFERIOR O IGUAL A 0,80%."
7216.10.00.000,NA01,EN U.
7216.10.00.000,NA02,EN I.
7216.40.10.000,NA01,EN T.
7216.40.90.000,NA01,EN T.
7216.50.00.190,NA01,EN Z.
7216.50.00.190,NA02,EN OMEGA.
7216.50.00.900,NA01,EN Z.
7216.50.00.900,NA02,EN OMEGA.
7216.61.90.900,NA01,PERFILES EN Z.
7216.61.90.900,NA02,PERFILES EN OMEGA.
7216.69.10.900,NA01,PERFILES EN C.
7216.69.10.900,NA02,PERFILES EN Z.
7216.69.10.900,NA03,PERFILES EN OMEGA.
7216.69.90.900,NA01,PERFILES EN C.
7216.69.90.900,NA02,PERFILES EN Z.
7216.69.90.900,NA03,PERFILES EN OMEGA.
7216.91.00.000,NA01,EN U.
7216.91.00.000,NA02,EN l.
7216.99.00.000,NA01,EN U.
7216.99.00.000,NA02,EN l.
7216.99.00.000,NA03,EN H.
7216.99.00.000,NA04,EN T.
7216.99.00.000,NA05,EN I.
7216.99.00.000,NA06,EN Z.
7217.10,SA01,PULIDOS.
7217.30,SA01,CON COBRE REFINADO.
7217.30,SA02,CON CROMO.
7217.30,SA03,CON ESTAï¿½O.
7217.30,SA04,CON BRONCE.
7217.30,SA05,CON LATON.
7217.90.00.000,NA01,PINTADOS.
7217.90.00.000,NA02,BARNIZADOS.
7217.90.00.000,NA03,REVESTIDOS DE PLASTICO.
7218.10.00.000,NA01,LINGOTES.
7218.10.00.000,NA02,MASAS.
7218.10.00.000,NA03,BLOQUES.
7218.91.00.000,NA02,PLANCHON.
7218.91.00.000,NA03,LLANTON.
7218.99.00.000,NA01,PALANQUILLA.
7218.99.00.000,NA04,REDONDO.
7218.99.00.000,NB01,DE SECCION TRANS. CUADRADA DE DIMENSIONES SUPERIORES DE 50 x 50 mm HASTA 80 x 80 mm INCLUSIVE.
7218.99.00.000,NB02,DE SECCION TRANS. CUADRADA DE DIMENSIONES SUPERIORES DE 80 x 80 mm HASTA 95 x 95 mm INCLUSIVE.
7218.99.00.000,NB03,DE SECCION TRANS. CUADRADA DE DIMENSIONES SUPERIORES DE 95 x 95 mm HASTA 110 x 110 mm INCLUSIVE.
7218.99.00.000,NB04,DE SECCION TRANS. CUADRADA DE DIMENSIONES SUPERIORES DE 110 x 110 mm HASTA 125 x 125 mm INCLUSIVE.
7221.00.00.000,NA01,AISI-SERIE 200 Y EQUIVALENTES DE OTRAS NORMAS.
7221.00.00.000,NA02,AISI-SERIE 300 Y EQUIVALENTES DE OTRAS NORMAS.
7221.00.00.000,NA03,AISI-SERIE 400 Y EQUIVALENTES DE OTRAS NORMAS.
7221.00.00.000,NB01,CUYA SECCION TRANSVERSAL TENGA FORMA DE CIRCULO.
7221.00.00.000,NC01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 6 mm EN SU MAYOR DIMENSION.
7221.00.00.000,NC02,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 6 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7221.00.00.000,NC03,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 8 mm PERO INFERIOR O IGUAL A 10 mm EN SU MAYOR DIMENSION.
7221.00.00.000,NC04,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 10 mm PERO INFERIOR O IGUAL A 12,7 mm EN SU MAYOR DIMENSION."
7221.00.00.000,NC05,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 12,7 mm PERO INFERIOR O IGUAL A 14 mm EN SU MAYOR DIMENSION."
7221.00.00.000,NC06,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 14 mm PERO INFERIOR O IGUAL A 18 mm EN SU MAYOR DIMENSION.
7222.11.00.100,NA01,"CUYO DIAMETRO SEA INFERIOR O IGUAL A 9,5 mm."
7222.11.00.100,NA02,"CUYO DIAMETRO SEA SUPERIOR A 9,5 mm PERO INFERIOR O IGUAL A 12,7 mm."
7222.11.00.100,NA03,"CUYO DIAMETRO SEA SUPERIOR A 12,7 mm PERO INFERIOR O IGUAL A 19,5 mm."
7222.11.00.100,NA04,"CUYO DIAMETRO SEA SUPERIOR A 19,5 mm PERO INFERIOR O IGUAL A 25,4 mm."
7222.11.00.100,NA05,"CUYO DIAMETRO SEA SUPERIOR A 25,4 mm PERO INFERIOR O IGUAL A 40 mm."
7222.11.00.100,NA06,CUYO DIAMETRO SEA SUPERIOR A 40 mm PERO INFERIOR O IGUAL A 60 mm.
7222.11.00.200,NA01,"CUYO DIAMETRO SEA INFERIOR O IGUAL A 9,5 mm."
7222.11.00.200,NA02,"CUYO DIAMETRO SEA SUPERIOR A 9,5 mm PERO INFERIOR O IGUAL A 12,7 mm."
7222.11.00.200,NA03,"CUYO DIAMETRO SEA SUPERIOR A 12,7 mm PERO INFERIOR O IGUAL A 19,5 mm."
7222.11.00.200,NA04,"CUYO DIAMETRO SEA SUPERIOR A 19,5 mm PERO INFERIOR O IGUAL A 25,4 mm."
7222.11.00.200,NA05,"CUYO DIAMETRO SEA SUPERIOR A 25,4 mm PERO INFERIOR O IGUAL A 40 mm."
7222.11.00.200,NA06,CUYO DIAMETRO SEA SUPERIOR A 40 mm PERO INFERIOR O IGUAL A 60 mm.
7222.11.00.300,NA01,"CUYO DIAMETRO SEA INFERIOR O IGUAL A 9,5 mm."
7222.11.00.300,NA02,"CUYO DIAMETRO SEA SUPERIOR A 9,5 mm PERO INFERIOR O IGUAL A 12,7 mm."
7222.11.00.300,NA03,"CUYO DIAMETRO SEA SUPERIOR A 12,7 mm PERO INFERIOR O IGUAL A 19,5 mm."
7222.11.00.300,NA04,"CUYO DIAMETRO SEA SUPERIOR A 19,5 mm PERO INFERIOR O IGUAL A 25,4 mm."
7222.11.00.300,NA05,"CUYO DIAMETRO SEA SUPERIOR A 25,4 mm PERO INFERIOR O IGUAL A 40 mm."
7222.11.00.300,NA06,CUYO DIAMETRO SEA SUPERIOR A 40 mm PERO INFERIOR O IGUAL A 60 mm.
7222.11.00.900,NA01,"CUYO DIAMETRO SEA INFERIOR O IGUAL A 9,5 mm."
7222.11.00.900,NA02,"CUYO DIAMETRO SEA SUPERIOR A 9,5 mm PERO INFERIOR O IGUAL A 12,7 mm."
7222.11.00.900,NA03,"CUYO DIAMETRO SEA SUPERIOR A 12,7 mm PERO INFERIOR O IGUAL A 19,5 mm."
7222.11.00.900,NA04,"CUYO DIAMETRO SEA SUPERIOR A 19,5 mm PERO INFERIOR O IGUAL A 25,4 mm."
7222.11.00.900,NA05,"CUYO DIAMETRO SEA SUPERIOR A 25,4 mm PERO INFERIOR O IGUAL A 40 mm."
7222.11.00.900,NA06,CUYO DIAMETRO SEA SUPERIOR A 40 mm PERO INFERIOR O IGUAL A 60 mm.
7222.19,SA01,"CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 9,5 mm EN SU MAYOR DIMENSION."
7222.19,SA02,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 9,5 mm PERO INFERIOR O IGUAL A 12,7 mm EN SU MAYOR DIMENSION."
7222.19,SA03,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 12,7 mm PERO INFERIOR O IGUAL A 19,5 mm EN SU MAYOR DIMENSION."
7222.19,SA04,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 19,5 mm PERO INFERIOR O IGUAL A 25,4 mm EN SU MAYOR DIMENSION."
7222.19,SA05,"CUYO CORTE TRANSVERSAL SEA SUPERIOR A 25,4 mm PERO INFERIOR O IGUAL A 40 mm EN SU MAYOR DIMENSION."
7222.19,SA06,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 40 mm PERO INFERIOR O IGUAL A 60 mm EN SU MAYOR DIMENSION.
7222.19.90.100,NA01,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7222.19.90.200,NA01,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7222.19.90.300,NA01,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7222.19.90.900,NA01,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7222.20.00.900,NA01,DE SECCION TRANSVERSAL EN FORMA DE CIRCULO.
7222.20.00.900,NA02,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7222.20.00.900,NA03,DE SECCION TRANSVERSAL EN FORMA DE RECTANGULO.
7222.20.00.900,NA04,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7222.20.00.900,NB01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 4 mm.
7222.20.00.900,NB02,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 4 mm PERO INFERIOR O IGUAL A 8 mm.
7222.20.00.900,NB03,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 8 mm PERO INFERIOR O IGUAL A 13 mm.
7222.20.00.900,NB04,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 13 mm PERO INFERIOR O IGUAL A 18 mm.
7222.20.00.900,NB05,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 18 mm PERO INFERIOR O IGUAL A 23 mm.
7222.20.00.900,NB06,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 23 mm PERO INFERIOR O IGUAL A 30 mm.
7222.20.00.900,NB07,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 30 mm PERO INFERIOR O IGUAL A 45 mm.
7222.40,SA01,EN U.
7222.40,SA02,EN T.
7222.40,SA03,EN l.
7222.40,SA04,EN I.
7222.40,SA05,EN H.
7222.40.10.000,NA01,DE ALTURA INFERIOR O IGUAL A 100 mm.
7222.40.10.000,NA02,DE ALTURA SUPERIOR A 100 mm PERO INFERIOR O IGUAL A 200 mm.
7222.40.10.000,NA03,DE ALTURA SUPERIOR A 200 mm PERO INFERIOR O IGUAL A 300 mm.
7222.40.90.000,NA01,DE ALTURA INFERIOR O IGUAL A 20 mm.
7222.40.90.000,NA02,DE ALTURA SUPERIOR A 20 mm PERO INFERIOR O IGUAL A 40 mm.
7222.40.90.000,NA03,DE ALTURA SUPERIOR A 40 mm PERO INFERIOR O IGUAL 60 mm.
7223.00.00.100,NA01,"CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A O,5 mm EN SU MAYOR DIMENSION."
7223.00.00.100,NA02,"CUYO CORTE TRANSVERSAL SEA MAYOR A 0,5 mm PERO INFERIOR O IGUAL A 2 mm EN SU MAYOR DIMENSION."
7223.00.00.100,NA03,CUYO CORTE TRANSVERSAL SEA MAYOR A 2 mm PERO INFERIOR O IGUAL A 4 mm EN SU MAYOR DIMENSION.
7223.00.00.100,NA04,CUYO CORTE TRANSVERSAL SEA MAYOR A 4 mm PERO INFERIOR O IGUAL A 6 mm EN SU MAYOR DIMENSION.
7223.00.00.100,NA05,CUYO CORTE TRANSVERSAL SEA MAYOR A 6 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7223.00.00.100,NA06,CUYO CORTE TRANSVERSAL SEA MAYOR A 8 mm PERO INFERIOR O IGUAL A 10 mm EN SU MAYOR DIMENSION.
7223.00.00.200,NA01,"CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A O,5 mm EN SU MAYOR DIMENSION."
7223.00.00.200,NA02,"CUYO CORTE TRANSVERSAL SEA MAYOR A 0,5 mm PERO INFERIOR O IGUAL A 2 mm EN SU MAYOR DIMENSION."
7223.00.00.200,NA03,CUYO CORTE TRANSVERSAL SEA MAYOR A 2 mm PERO INFERIOR O IGUAL A 4 mm EN SU MAYOR DIMENSION.
7223.00.00.200,NA04,CUYO CORTE TRANSVERSAL SEA MAYOR A 4 mm PERO INFERIOR O IGUAL A 6 mm EN SU MAYOR DIMENSION.
7223.00.00.200,NA05,CUYO CORTE TRANSVERSAL SEA MAYOR A 6 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7223.00.00.200,NA06,CUYO CORTE TRANSVERSAL SEA MAYOR A 8 mm PERO INFERIOR O IGUAL A 10 mm EN SU MAYOR DIMENSION.
7223.00.00.300,NA01,"CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A O,5 mm EN SU MAYOR DIMENSION."
7223.00.00.300,NA02,"CUYO CORTE TRANSVERSAL SEA MAYOR A 0,5 mm PERO INFERIOR O IGUAL A 2 mm EN SU MAYOR DIMENSION."
