posicion,sufijo,descripcion
7223.00.00.300,NA03,CUYO CORTE TRANSVERSAL SEA MAYOR A 2 mm PERO INFERIOR O IGUAL A 4 mm EN SU MAYOR DIMENSION.
7223.00.00.300,NA04,CUYO CORTE TRANSVERSAL SEA MAYOR A 4 mm PERO INFERIOR O IGUAL A 6 mm EN SU MAYOR DIMENSION.
7223.00.00.300,NA05,CUYO CORTE TRANSVERSAL SEA MAYOR A 6 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7223.00.00.300,NA06,CUYO CORTE TRANSVERSAL SEA MAYOR A 8 mm PERO INFERIOR O IGUAL A 10 mm EN SU MAYOR DIMENSION.
7223.00.00.900,NA01,"CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A O,5 mm EN SU MAYOR DIMENSION."
7223.00.00.900,NA02,"CUYO CORTE TRANSVERSAL SEA MAYOR A 0,5 mm PERO INFERIOR O IGUAL A 2 mm EN SU MAYOR DIMENSION."
7223.00.00.900,NA03,CUYO CORTE TRANSVERSAL SEA MAYOR A 2 mm PERO INFERIOR O IGUAL A 4 mm EN SU MAYOR DIMENSION.
7223.00.00.900,NA04,CUYO CORTE TRANSVERSAL SEA MAYOR A 4 mm PERO INFERIOR O IGUAL A 6 mm EN SU MAYOR DIMENSION.
7223.00.00.900,NA05,CUYO CORTE TRANSVERSAL SEA MAYOR A 6 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7223.00.00.900,NA06,CUYO CORTE TRANSVERSAL SEA MAYOR A 8 mm PERO INFERIOR O IGUAL A 10 mm EN SU MAYOR DIMENSION.
7224.10.00.000,NA01,LINGOTES.
7224.10.00.000,NA02,MASAS.
7224.10.00.000,NA03,BLOQUES.
7224.90.00.110,NA01,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION INFERIOR O IGUAL A 50x50 mm.
7224.90.00.110,NA02,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 50x50 PERO INFERIOR O IGUAL A 80x80 mm.
7224.90.00.110,NA03,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 80x80 PERO INFERIOR O IGUAL A 95x95 mm.
7224.90.00.110,NA04,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 95x95 PERO INFERIOR O IGUAL A 110x110 mm.
7224.90.00.110,NA05,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 110x110 PERO INFERIOR O IGUAL A 125x125 mm.
7224.90.00.110,NA06,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 125x125 PERO INFERIOR O IGUAL A 180x180 mm.
7224.90.00.120,NA01,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION INFERIOR O IGUAL A 50x50 mm.
7224.90.00.120,NA02,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 50x50 PERO INFERIOR O IGUAL A 80x80 mm.
7224.90.00.120,NA03,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 80x80 PERO INFERIOR O IGUAL A 95x95 mm.
7224.90.00.120,NA04,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 95x95 PERO INFERIOR O IGUAL A 110x110 mm.
7224.90.00.120,NA05,DE SECCIï¿½N TRANSVERSAL CUADRADA DE DIMENSIï¿½N SUPERIOR A 110x110 PERO INFERIOR O IGUAL A 125x125 mm.
7224.90.00.120,NA06,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 125x125 PERO INFERIOR O IGUAL A 180x180 mm.
7224.90.00.130,NA01,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION INFERIOR O IGUAL A 50x50 mm.
7224.90.00.130,NA02,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 50x50 PERO INFERIOR O IGUAL A 80x80 mm.
7224.90.00.130,NA03,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 80x80 PERO INFERIOR O IGUAL A 95x95 mm.
7224.90.00.130,NA04,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 95x95 PERO INFERIOR O IGUAL A 110x110 mm.
7224.90.00.130,NA05,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 110x110 PERO INFERIOR O IGUAL A 125x125 mm.
7224.90.00.130,NA06,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 125x125 PERO INFERIOR O IGUAL A 180x180 mm.
7224.90.00.140,NA01,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION INFERIOR O IGUAL A 50x50 mm.
7224.90.00.140,NA02,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 50x50 PERO INFERIOR O IGUAL A 80x80 mm.
7224.90.00.140,NA03,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 80x80 PERO INFERIOR O IGUAL A 95x95 mm.
7224.90.00.140,NA04,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 95x95 PERO INFERIOR O IGUAL A 110x110 mm.
7224.90.00.140,NA05,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 110x110 PERO INFERIOR O IGUAL A 125x125 mm.
7224.90.00.140,NA06,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 125x125 PERO INFERIOR O IGUAL A 180x180 mm.
7224.90.00.190,NA01,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION INFERIOR O IGUAL A 50x50 mm.
7224.90.00.190,NA02,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 50x50 PERO INFERIOR O IGUAL A 80x80 mm.
7224.90.00.190,NA03,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 80x80 PERO INFERIOR O IGUAL A 95x95 mm.
7224.90.00.190,NA04,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 95x95 PERO INFERIOR O IGUAL A 110x110 mm.
7224.90.00.190,NA05,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 110x110 PERO INFERIOR O IGUAL A 125x125 mm.
7224.90.00.190,NA06,DE SECCION TRANSVERSAL CUADRADA  DE DIMENSION SUPERIOR A 125x125 PERO INFERIOR O IGUAL A 180x180 mm.
7224.90.00.900,NA01,PLANCHON.
7224.90.00.900,NA02,LLANTON.
7224.90.00.900,NA03,DESBASTES DE FORJA.
7224.90.00.900,NB01,SEGUN NORMA SAE 31XX Y EQUIVALENTES DE OTRAS NORMAS.
7224.90.00.900,NB02,SEGUN NORMA SAE 41XX Y EQUIVALENTES DE OTRAS NORMAS.
7224.90.00.900,NB03,SEGUN NORMA SAE 51XX Y EQUIVALENTES DE OTRAS NORMAS.
7224.90.00.900,NB04,SEGUN NORMA SAE 61XX Y EQUIVALENTES DE OTRAS NORMAS.
7224.90.00.900,NB05,SEGUN NORMA SAE 86XX Y EQUIVALENTES DE OTRAS NORMAS.
7224.90.00.900,NB06,SEGUN NORMA SAE 92XX Y EQUIVALENTES DE OTRAS NORMAS.
7225.11.00.000,NA01,CON REVESTIMIENTO AISLANTE.
7225.19.00.000,NA01,CON REVESTIMIENTO AISLANTE.
7225.50.90.199,AI,CODIGO DE PRODUCTO O ARTICULO
7225.50.90.900,NA01,DE ANCHURA INFERIOR O IGUAL A 900 MM.
7225.50.90.900,NA02,DE ANCHURA SUPERIOR A 900 MM PERO INFERIOR O IGUAL A1200 MM.
7225.50.90.900,NA03,DE ANCHURA SUPERIOR A 1200 MM PERO INFERIOR O IGUAL A 1500 MM.
7225.50.90.900,NA04,DE ANCHURA SUPERIOR A 1500 MM PERO INFERIOR O IGUAL A 1800 MM.
7225.91.00.000,NA01,DE ANCHURA INFERIOR O IGUAL A 900 mm.
7225.91.00.000,NA02,"DE ANCHURA SUPERIOR A 900 mm., PERO INFERIOR O IGUAL A 1200 mm."
7225.91.00.000,NA03,"DE ANCHURA SUPERIOR A 1200 mm., PERO INFERIOR O IGUAL A"
7225.91.00.000,NA04,"DE ANCHURA SUPERIOR A 1500 mm., PERO INFERIOR O IGUAL A"
7225.91.00.000,NB01,DE LARGO INFERIOR O IGUAL A 600 mm.
7225.91.00.000,NB02,DE LARGO SUPERIOR A 600 mm PERO INFERIOR O IGUAL A 950 mm.
7225.91.00.000,NB03,DE LARGO SUPERIOR A 950 mm PERO INFERIOR O IGUAL A 1150 mm
7225.91.00.000,NB04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250
7225.91.00.000,NB05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450
7225.91.00.000,NB06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800
7225.91.00.000,NB07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000
7225.92.00.110,AI,CODIGO DE PRODUCTO O ARTICULO
7226.11.00.000,NA01,CON REVESTIMIENTO AISLANTE.
7226.11.00.000,NB01,"DE ESPESOR INFERIOR O IGUAL A 0,5 mm."
7226.11.00.000,NB02,"DE ESPESOR SUPERIOR A 0,5 mm PERO INFERIOR O IGUAL A 1,5 mm."
7226.11.00.000,NB03,"DE ESPESOR SUPERIOR A 1,5 mm PERO INFERIOR O IGUAL A 3 mm."
7226.19.00.000,NA01,CON REVESTIMIENTO AISLANTE.
7226.19.00.000,NA02,"DE ESPESOR SUPERIOR A 0,5 mm PERO INFERIOR O IGUAL A 1 mm."
7226.19.00.000,NB01,"DE ESPESOR INFERIOR O IGUAL A 0,5 mm."
7226.19.00.000,NB02,"DE ESPESOR SUPERIOR A 0,5 mm PERO INFERIOR O IGUAL A 1,5 mm."
7226.19.00.000,NB03,"DE ESPESOR SUPERIOR A 1,5 mm PERO INFERIOR O IGUAL A 3 mm."
7226.20.90.000,NA01,"DE ESPESOR INFERIOR O IGUAL A 0,5 mm."
7226.91.00.110,NA01,DE ESPESOR INFERIOR A 1 mm.
7226.91.00.110,NA02,DE ESPESOR SUPERIOR O IGUAL A 1 mm PERO INFERIOR A 2 mm.
7226.91.00.120,NA01,DE ESPESOR INFERIOR A 3 mm.
7226.91.00.120,NA02,"DE ESPESOR SUPERIOR O IGUAL A 3 mm PERO INFERIOR A 4,75 mm."
7226.91.00.120,NA03,DE ESPESOR SUPERIOR O IGUAL A 4.75 mm PERO INFERIOR A 10 mm.
7226.91.00.130,NA01,DE ESPESOR INFERIOR A 3 mm.
7226.91.00.130,NA02,"DE ESPESOR SUPERIOR O IGUAL A 3 mm PERO INFERIOR A 4,75 mm."
7226.91.00.130,NA03,DE ESPESOR SUPERIOR O IGUAL A 4.75 mm PERO INFERIOR A 10 mm.
7226.91.00.190,NA01,DE ESPESOR INFERIOR A 3 mm.
7226.91.00.190,NA02,"DE ESPESOR SUPERIOR O IGUAL A 3 mm PERO INFERIOR A 4,75 mm."
7226.91.00.190,NA03,DE ESPESOR SUPERIOR O IGUAL A 4.75 mm PERO INFERIOR A 10 mm.
7226.92.00.110,NA01,DE ANCHURA INFERIOR O IGUAL A 200 mm.
7226.92.00.110,NA02,DE ANCHURA SUPERIOR A 200 mm PERO INFERIOR O IGUAL A 400 mm.
7226.92.00.110,NB01,DE LARGO INFERIOR O IGUAL A 600 mm.
7226.92.00.110,NB02,DE LARGO SUPERIOR A 600 mm PERO INFERIOR O IGUAL A 950 mm.
7226.92.00.110,NB03,DE LARGO SUPERIOR A 950 mm PERO INFERIOR O IGUAL A 1150 mm.
7226.92.00.110,NB04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250 mm.
7226.92.00.110,NB05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450 mm.
7226.92.00.110,NB06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800 mm.
7226.92.00.110,NB07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm.
7226.92.00.190,NA01,DE ANCHURA INFERIOR O IGUAL A 200 mm.
7226.92.00.190,NA02,DE ANCHURA SUPERIOR A 200 mm PERO INFERIOR O IGUAL A 400 mm.
7226.92.00.190,NB01,DE LARGO INFERIOR O IGUAL A 600 mm.
7226.92.00.190,NB02,DE LARGO SUPERIOR A 600 mm PERO INFERIOR O IGUAL A 950 mm.
7226.92.00.190,NB03,DE LARGO SUPERIOR A 950 mm PERO INFERIOR O IGUAL A 1150 mm.
7226.92.00.190,NB04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250 mm.
7226.92.00.190,NB05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450 mm.
7226.92.00.190,NB06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800 mm.
7226.92.00.190,NB07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm.
7226.92.00.900,NA01,DE ANCHURA INFERIOR O IGUAL A 200 mm.
7226.92.00.900,NA02,DE ANCHURA SUPERIOR A 200 mm PERO INFERIOR O IGUAL A 400 mm.
7226.92.00.900,NB01,DE LARGO INFERIOR O IGUAL A 600 mm.
7226.92.00.900,NB02,DE LARGO SUPERIOR A 600 mm PERO INFERIOR O IGUAL A 950 mm.
7226.92.00.900,NB03,DE LARGO SUPERIOR A 950 mm PERO INFERIOR O IGUAL A 1150 mm.
7226.92.00.900,NB04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250 mm.
7226.92.00.900,NB05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450 mm.
7226.92.00.900,NB06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800 mm.
7226.92.00.900,NB07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm.
7226.99.00.111,NA01,DE ANCHURA INFERIOR O IGUAL A 200 mm.
7226.99.00.111,NA02,DE ANCHURA SUPERIOR A 200 mm PERO INFERIOR O IGUAL A 400 mm.
7226.99.00.111,NB01,DE LARGO INFERIOR O IGUAL A 600 mm.
7226.99.00.111,NB02,DE LARGO SUPERIOR A 600 mm PERO INFERIOR O IGUAL A 950 mm.
7226.99.00.111,NB03,DE LARGO SUPERIOR A 950 mm PERO INFERIOR O IGUAL A 1150 mm.
7226.99.00.111,NB04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250 mm.
7226.99.00.111,NB05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450 mm.
7226.99.00.111,NB06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800 mm.
7226.99.00.111,NB07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm.
7226.99.00.119,NA01,DE ANCHURA INFERIOR O IGUAL A 200 mm.
7226.99.00.119,NA02,DE ANCHURA SUPERIOR A 200 mm PERO INFERIOR O IGUAL A 400 mm.
7226.99.00.119,NB01,DE LARGO INFERIOR O IGUAL A 600 mm.
7226.99.00.119,NB02,DE LARGO SUPERIOR A 600 mm PERO INFERIOR O IGUAL A 950 mm.
7226.99.00.119,NB03,DE LARGO SUPERIOR A 950 mm PERO INFERIOR O IGUAL A 1150 mm.
7226.99.00.119,NB04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250 mm.
7226.99.00.119,NB05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450 mm.
7226.99.00.119,NB06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800 mm.
7226.99.00.119,NB07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm.
7226.99.00.190,NA01,DE ANCHURA INFERIOR O IGUAL A 200 mm.
7226.99.00.190,NA02,DE ANCHURA SUPERIOR A 200 mm PERO INFERIOR O IGUAL A 400 mm.
7226.99.00.190,NB01,DE LARGO INFERIOR O IGUAL A 600 mm.
7226.99.00.190,NB02,DE LARGO SUPERIOR A 600 mm PERO INFERIOR O IGUAL A 950 mm.
7226.99.00.190,NB03,DE LARGO SUPERIOR A 950 mm PERO INFERIOR O IGUAL A 1150 mm.
7226.99.00.190,NB04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250 mm.
7226.99.00.190,NB05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450 mm.
7226.99.00.190,NB06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800 mm.
7226.99.00.190,NB07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm.
7226.99.00.990,NA01,DE ANCHURA INFERIOR O IGUAL A 200 mm.
7226.99.00.990,NA02,DE ANCHURA SUPERIOR A 200 mm PERO INFERIOR O IGUAL A 400 mm.
7226.99.00.990,NB01,DE LARGO INFERIOR O IGUAL A 600 mm.
7226.99.00.990,NB02,DE LARGO SUPERIOR A 600 mm PERO INFERIOR O IGUAL A 950 mm.
7226.99.00.990,NB03,DE LARGO SUPERIOR A 950 mm PERO INFERIOR O IGUAL A 1150 mm.
7226.99.00.990,NB04,DE LARGO SUPERIOR A 1150 mm PERO INFERIOR O IGUAL A 1250 mm.
7226.99.00.990,NB05,DE LARGO SUPERIOR A 1250 mm PERO INFERIOR O IGUAL A 1450 mm.
7226.99.00.990,NB06,DE LARGO SUPERIOR A 1450 mm PERO INFERIOR O IGUAL A 1800 mm.
7226.99.00.990,NB07,DE LARGO SUPERIOR A 1800 mm PERO INFERIOR O IGUAL A 2000 mm.
7227.90.00.000,NA01,DE ACERO SERIE SAE-31XX Y EQUIVALENTES DE OTRAS NORMAS.
7227.90.00.000,NA02,DE ACERO SERIE SAE-41XX Y EQUIVALENTES DE OTRAS NORMAS.
7227.90.00.000,NA03,DE ACERO SERIE SAE-43XX Y EQUIVALENTES DE OTRAS NORMAS.
7227.90.00.000,NA04,DE ACERO SERIE SAE-51XX Y EQUIVALENTES DE OTRAS NORMAS.
7227.90.00.000,NA05,DE ACERO SERIE SAE-61XX Y EQUIVALENTES DE OTRAS NORMAS.
7227.90.00.000,NA06,DE ACERO SERIE SAE-86XX Y EQUIVALENTES DE OTRAS NORMAS.
7228.10,SA01,DE SECCION TRANSVERSAL EN FORMA DE CIRCULO.
7228.10,SA03,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7228.10,SA04,DE SECCION TRANSVERSAL EN FORMA DE RECTANGULO.
7228.10,SA05,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7228.10,SB01,CUYO CORTE TRANSVERSAL SEA INFERIOR A 4 mm EN SU MAYOR DIMENSION.
7228.10,SB02,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 4 mm PERO INFERIOR O
7228.10,SB03,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 8 mm PERO INFERIOR O
7228.10,SB04,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 13 mm PERO INFERIOR O IGUAL A 18 mm EN SU MAYOR DIMENSION.
7228.10,SB05,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 18 mm PERO INFERIOR O IGUAL A 23 mm EN SU MAYOR DIMENSION.
7228.10,SB06,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 23 mm PERO INFERIOR O IGUAL A 30 mm EN SU MAYOR DIMENSION.
7228.10,SB07,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 30 mm PERO INFERIOR O IGUAL A 45 mm EN SU MAYOR DIMENSION.
7228.10,SB08,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 45 mm PERO INFERIOR O IGUAL A 60 mm EN SU MAYOR DIMENSION.
7228.10,SB09,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 60 mm PERO INFERIOR O IGUAL A 100 mm EN SU MAYOR DIMENSION.
7228.20.00.100,NA01,DE SECCION TRANSVERSAL EN FORMA DE CIRCULO.
7228.20.00.100,NA03,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7228.20.00.100,NA04,DE SECCION TRANSVERSAL EN FORMA DE RECTANGULO.
7228.20.00.100,NA05,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7228.20.00.100,NB01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 4 mm.
7228.20.00.100,NB02,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 4 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7228.20.00.100,NB03,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 8 mm PERO INFERIOR O IGUAL A 13 mm EN SU MAYOR DIMENSION.
7228.20.00.100,NB04,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 13 mm PERO INFERIOR O IGUAL A 18 mm EN SU MAYOR DIMENSION.
7228.20.00.100,NB05,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 18 mm PERO INFERIOR O IGUAL A 23 mm EN SU MAYOR DIMENSION.
7228.20.00.100,NB06,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 23 mm PERO INFERIOR O IGUAL A 30 mm EN SU MAYOR DIMENSION.
7228.20.00.100,NB07,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 30 mm PERO INFERIOR O IGUAL A 45 mm EN SU MAYOR DIMENSION.
7228.20.00.100,NB08,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 45 mm PERO INFERIOR O IGUAL A 60 mm EN SU MAYOR DIMENSION.
7228.20.00.100,NB09,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 60 mm PERO INFERIOR O IGUAL A 100 mm EN SU MAYOR DIMENSION.
7228.20.00.900,NA01,DE SECCION TRANSVERSAL EN FORMA DE CIRCULO.
7228.20.00.900,NA03,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7228.20.00.900,NA04,DE SECCION TRANSVERSAL EN FORMA DE RECTANGULO.
7228.20.00.900,NA05,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7228.20.00.900,NB01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 4 mm.
7228.20.00.900,NB02,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 4 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7228.20.00.900,NB03,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 8 mm PERO INFERIOR O IGUAL A 13 mm EN SU MAYOR DIMENSION.
7228.20.00.900,NB04,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 13 mm PERO INFERIOR O IGUAL A 18 mm EN SU MAYOR DIMENSION.
7228.20.00.900,NB05,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 18 mm PERO INFERIOR O IGUAL A 23 mm EN SU MAYOR DIMENSION.
7228.20.00.900,NB06,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 23 mm PERO INFERIOR O IGUAL A 30 mm EN SU MAYOR DIMENSION.
7228.20.00.900,NB07,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 30 mm PERO INFERIOR O IGUAL A 45 mm EN SU MAYOR DIMENSION.
7228.20.00.900,NB08,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 45 mm PERO INFERIOR O IGUAL A 60 mm EN SU MAYOR DIMENSION.
7228.20.00.900,NB09,CUYO CORTE TRANSVERSAL SEA SUPERIOR A 60 mm PERO INFERIOR O IGUAL A 100 mm EN SU MAYOR DIMENSION.
7228.30.00.110,NA01,DE SECCION TRANSVERSAL EN FORMA DE CIRCULO.
7228.30.00.110,NA02,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7228.30.00.110,NA03,DE SECCION TRANSVERSAL EN FORMA DE RECTANGULO.
7228.30.00.110,NA04,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7228.30.00.110,NB01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 4 mm EN SU MAYOR DIMENSION.
7228.30.00.110,NB02,CUYO CORTE TRANSVERSAL SEA MAYOR A 4 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7228.30.00.110,NB03,CUYO CORTE TRANSVERSAL SEA MAYOR A 8 mm PERO INFERIOR O IGUAL A 13 mm EN SU MAYOR DIMENSION.
7228.30.00.110,NB04,CUYO CORTE TRANSVERSAL SEA MAYOR A 13 mm PERO INFERIOR O IGUAL A 18 mm EN SU MAYOR DIMENSION.
7228.30.00.110,NB05,CUYO CORTE TRANSVERSAL SEA MAYOR A 18 mm PERO INFERIOR O IGUAL A 23 mm EN SU MAYOR DIMENSION.
7228.30.00.110,NB06,CUYO CORTE TRANSVERSAL SEA MAYOR A 23 mm PERO INFERIOR O IGUAL A 30 mm EN SU MAYOR DIMENSION.
7228.30.00.110,NB07,CUYO CORTE TRANSVERSAL SEA MAYOR A 30 mm PERO INFERIOR O IGUAL A 45 mm EN SU MAYOR DIMENSION.
7228.30.00.110,NB08,CUYO CORTE TRANSVERSAL SEA MAYOR A 45 mm PERO INFERIOR O IGUAL A 60 mm EN SU MAYOR DIMENSION.
7228.30.00.110,NB09,CUYO CORTE TRANSVERSAL SEA MAYOR A 60 mm PERO INFERIOR O IGUAL A 100 mm EN SU MAYOR DIMENSION.
7228.30.00.120,NA01,DE SECCION TRANSVERSAL EN FORMA DE CIRCULO.
7228.30.00.120,NA02,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7228.30.00.120,NA03,DE SECCION TRANSVERSAL EN FORMA DE RECTANGULO.
7228.30.00.120,NA04,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7228.30.00.120,NB01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 4 mm EN SU MAYOR DIMENSION.
7228.30.00.120,NB02,CUYO CORTE TRANSVERSAL SEA MAYOR A 4 mm PERO INFERIOR O IGUAL A 8 mm EN SU MAYOR DIMENSION.
7228.30.00.120,NB03,CUYO CORTE TRANSVERSAL SEA MAYOR A 8 mm PERO INFERIOR O IGUAL A 13 mm EN SU MAYOR DIMENSION.
7228.30.00.120,NB04,CUYO CORTE TRANSVERSAL SEA MAYOR A 13 mm PERO INFERIOR O IGUAL A 18 mm EN SU MAYOR DIMENSION.
7228.30.00.120,NB05,CUYO CORTE TRANSVERSAL SEA MAYOR A 18 mm PERO INFERIOR O IGUAL A 23 mm EN SU MAYOR DIMENSION.
7228.30.00.120,NB06,CUYO CORTE TRANSVERSAL SEA MAYOR A 23 mm PERO INFERIOR O IGUAL A 30 mm EN SU MAYOR DIMENSION.
7228.30.00.120,NB07,CUYO CORTE TRANSVERSAL SEA MAYOR A 30 mm PERO INFERIOR O IGUAL A 45 mm EN SU MAYOR DIMENSION.
7228.30.00.120,NB08,CUYO CORTE TRANSVERSAL SEA MAYOR A 45 mm PERO INFERIOR O IGUAL A 60 mm EN SU MAYOR DIMENSION.
7228.30.00.120,NB09,CUYO CORTE TRANSVERSAL SEA MAYOR A 60 mm PERO INFERIOR O IGUAL A 100 mm EN SU MAYOR DIMENSION.
7228.30.00.190,NA01,DE SECCION TRANSVERSAL EN FORMA DE CIRCULO.
7228.30.00.190,NA02,DE SECCION TRANSVERSAL EN FORMA DE CUADRADO.
7228.30.00.190,NA03,DE SECCION TRANSVERSAL EN FORMA DE RECTANGULO.
7228.30.00.190,NA04,DE SECCION TRANSVERSAL EN FORMA DE HEXAGONO.
7228.30.00.190,NB01,CUYO CORTE TRANSVERSAL SEA INFERIOR O IGUAL A 4 mm EN SU MAYOR DIMENSION.
