codigo,descripcion
5515.12.00.199G,Las dem?s
5515.12.00.2,Te�idos
5515.12.00.21,De ligamento tafet�n
5515.12.00.211U,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.212W,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.213Y,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.214A,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.215C,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.216E,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.217G,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.218J,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.219L,Las dem?s
5515.12.00.22,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5515.12.00.221X,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.222Z,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.223B,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.224D,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.225F,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.226H,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.227K,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.228M,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.229P,Las dem?s
5515.12.00.23,Los dem�s tejidos de ligamento sarga
5515.12.00.231A,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.232C,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.233E,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.234G,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.235J,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.236L,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.237N,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.238Q,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.239T,Las dem?s
5515.12.00.29,Los dem�s tejidos
5515.12.00.291V,De densidad inferior o igual a 30 hilos        por cm2
5515.12.00.292X,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.293Z,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.294B,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.295D,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.296F,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.297H,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.298K,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.299M,Las dem?s
5515.12.00.3,Con hilados de distintos colores
5515.12.00.31,De ligamento tafet�n
5515.12.00.311Z,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.312B,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.313D,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.314F,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.315H,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.316K,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.317M,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.318P,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.319R,Las dem?s
5515.12.00.32,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5515.12.00.321C,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.322E,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.323G,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.324J,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.325L,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.326N,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.327Q,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.328T,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.329V,Las dem?s
5515.12.00.33,Los dem�s tejidos de ligamento sarga
5515.12.00.331F,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.332H,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.333K,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.334M,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.335P,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.336R,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.337U,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.338W,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.339Y,Las dem?s
5515.12.00.39,Los dem�s tejidos
5515.12.00.391A,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.392C,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.393E,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.394G,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5515.12.00.395J,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.396L,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.397N,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.398Q,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.399T,Las dem?s
5515.12.00.4,Estampados
5515.12.00.41,De ligamento tafet�n
5515.12.00.411E,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.412G,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.413J,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.414L,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.415N,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.416Q,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.417T,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.418V,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.419X,Las dem?s
5515.12.00.42,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5515.12.00.421H,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.422K,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.423M,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.424P,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.425R,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.426U,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.427W,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.428Y,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.429A,Las dem?s
5515.12.00.43,Los dem�s tejidos de ligamento sarga
5515.12.00.431L,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.432N,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.433Q,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.434T,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5515.12.00.435V,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.436X,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.437Z,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.438B,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.439D,Las dem?s
5515.12.00.49,Los dem�s tejidos
5515.12.00.491F,De densidad inferior o igual a 30 hilos por        cm2
5515.12.00.492H,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5515.12.00.493K,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5515.12.00.494M,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5515.12.00.495P,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5515.12.00.496R,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5515.12.00.497U,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5515.12.00.498W,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5515.12.00.499Y,Las dem?s
5515.13.00,--Mezcladas exclusiva o principalmente con   lana o pelo fino
5515.13.00.100V,Con lana
5515.13.00.200A,Con pelo fino
5515.19.00.000L,--Los dem?s
5515.2,-De fibras discontinuas acr�licas o modacr�licas:
5515.21.00.000E,--Mezcladas exclusiva o principalmente con   filamentos sinteticos o artificiales
5515.22.00.000R,--Mezcladas exclusiva o principalmente con   lana o pelo fino
5515.29.00.000A,--Los dem?s
5515.9,-Los dem�s tejidos:
5515.91.00.000D,--Mezclados exclusiva o principalmente con   filamentos sinteticos o artificiales
5515.99,--Los dem�s
5515.99.10.000J,--Mezclados exclusiva o principalmente con   lana o pelo fino
5515.99.90.000M,--Los dem?s
55.16,TEJIDOS DE FIBRAS ARTIFICIALES DISCONTINUAS.
5516.1,-Con un contenido de fibras artificiales  discontinuas superior o igual al 85 % en peso:
5516.11.00,--Crudos o blanqueados
5516.11.00.1,De ray�n viscosa
5516.11.00.11,De ligamento tafet�n
5516.11.00.111V,De densidad inferior o igual a 30 hilos por        cm2
5516.11.00.112X,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.11.00.113Z,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.11.00.114B,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.11.00.115D,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.11.00.116F,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.11.00.117H,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.11.00.118K,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.11.00.119M,Las dem?s
5516.11.00.12,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5516.11.00.121Y,De densidad inferior o igual a 30 hilos por        cm2
5516.11.00.122A,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.11.00.123C,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.11.00.124E,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.11.00.125G,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.11.00.126J,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.11.00.127L,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.11.00.128N,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.11.00.129Q,Las dem?s
5516.11.00.13,Los dem�s tejidos de ligamento sarga
5516.11.00.131B,De densidad inferior o igual a 30 hilos por        cm2
5516.11.00.132D,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.11.00.133F,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.11.00.134H,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.11.00.135K,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.11.00.136M,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.11.00.137P,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.11.00.138R,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.11.00.139U,Las dem?s
5516.11.00.19,Los dem�s tejidos
5516.11.00.191W,De densidad inferior o igual a 30 hilos por        cm2
5516.11.00.192Y,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.11.00.193A,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.11.00.194C,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.11.00.195E,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.11.00.196G,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.11.00.197J,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.11.00.198L,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.11.00.199N,Las dem?s
5516.11.00.9,Las dem�s
5516.11.00.91,De ligamento tafet�n
5516.11.00.911N,De densidad inferior o igual a 30 hilos por        cm2
5516.11.00.912Q,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.11.00.913T,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.11.00.914V,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.11.00.915X,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.11.00.916Z,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.11.00.917B,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.11.00.918D,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.11.00.919F,Las dem?s
5516.11.00.92,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5516.11.00.921R,De densidad inferior o igual a 30 hilos por        cm2
5516.11.00.922U,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.11.00.923W,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.11.00.924Y,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.11.00.925A,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.11.00.926C,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.11.00.927E,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.11.00.928G,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.11.00.929J,Las dem?s
5516.11.00.93,Los dem�s tejidos de ligamento sarga
5516.11.00.931V,De densidad inferior o igual a 30 hilos por        cm2
5516.11.00.932X,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.11.00.933Z,De densidad superior a 37 hilos por cm2          pero inferior o igual a 45 hilos por cm2
5516.11.00.934B,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.11.00.935D,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.11.00.936F,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.11.00.937H,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.11.00.938K,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.11.00.939M,Las dem?s
5516.11.00.99,Los dem�s tejidos
5516.11.00.991P,De densidad inferior o igual a 30 hilos por        cm2
5516.11.00.992R,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.11.00.993U,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.11.00.994W,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.11.00.995Y,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.11.00.996A,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.11.00.997C,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.11.00.998E,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.11.00.999G,Las dem?s
5516.12.00,--Te�idos
5516.12.00.1,De ray�n viscosa
5516.12.00.11,De ligamento tafet�n
5516.12.00.111G,De densidad inferior o igual a 30 hilos por        cm2
5516.12.00.112J,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.12.00.113L,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.12.00.114N,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.12.00.115Q,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.12.00.116T,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.12.00.117V,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.12.00.118X,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.12.00.119Z,Las dem?s
5516.12.00.12,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5516.12.00.121K,De densidad inferior o igual a 30 hilos por        cm2
5516.12.00.122M,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.12.00.123P,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.12.00.124R,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.12.00.125U,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.12.00.126W,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.12.00.127Y,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.12.00.128A,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.12.00.129C,Las dem?s
5516.12.00.13,Los dem�s tejidos de ligamento sarga
5516.12.00.131N,De densidad inferior o igual a 30 hilos por        cm2
5516.12.00.132Q,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.12.00.133T,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.12.00.134V,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.12.00.135X,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.12.00.136Z,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.12.00.137B,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.12.00.138D,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.12.00.139F,Las dem?s
5516.12.00.19,Los dem�s tejidos
5516.12.00.191H,De densidad inferior o igual a 30 hilos por        cm2
5516.12.00.192K,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.12.00.193M,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.12.00.194P,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.12.00.195R,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.12.00.196U,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.12.00.197W,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.12.00.198Y,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.12.00.199A,Las dem?s
5516.12.00.9,Las dem�s
5516.12.00.91,De ligamento tafet�n
5516.12.00.911A,De densidad inferior o igual a 30 hilos por        cm2
5516.12.00.912C,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.12.00.913E,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.12.00.914G,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.12.00.915J,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.12.00.916L,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.12.00.917N,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.12.00.918Q,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.12.00.919T,Las dem?s
5516.12.00.92,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5516.12.00.921D,De densidad inferior o igual a 30 hilos por        cm2
5516.12.00.922F,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.12.00.923H,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.12.00.924K,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.12.00.925M,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.12.00.926P,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.12.00.927R,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.12.00.928U,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.12.00.929W,Las dem?s
5516.12.00.93,Los dem�s tejidos de ligamento sarga
5516.12.00.931G,De densidad inferior o igual a 30 hilos por        cm2
5516.12.00.932J,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.12.00.933L,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.12.00.934N,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.12.00.935Q,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.12.00.936T,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.12.00.937V,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.12.00.938X,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.12.00.939Z,Las dem?s
5516.12.00.99,Los dem�s tejidos
5516.12.00.991B,De densidad inferior o igual a 30 hilos por        cm2
5516.12.00.992D,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.12.00.993F,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.12.00.994H,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.12.00.995K,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.12.00.996M,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.12.00.997P,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.12.00.998R,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.12.00.999U,Las dem?s
5516.13.00,--Con hilados de distintos colores
5516.13.00.1,De ray�n viscosa
5516.13.00.11,De ligamento tafet�n
5516.13.00.111U,De densidad inferior o igual a 30 hilos por        cm2
5516.13.00.112W,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.13.00.113Y,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.13.00.114A,De densidad superior a 45 hilos por cm2         pero inferior o igual a 54 hilos por cm2
5516.13.00.115C,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.13.00.116E,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.13.00.117G,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.13.00.118J,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.13.00.119L,Las dem?s
5516.13.00.12,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5516.13.00.121X,De densidad inferior o igual a 30 hilos por        cm2
5516.13.00.122Z,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.13.00.123B,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.13.00.124D,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.13.00.125F,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.13.00.126H,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.13.00.127K,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.13.00.128M,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.13.00.129P,Las dem?s
5516.13.00.13,Los dem�s tejidos de ligamento sarga
5516.13.00.131A,De densidad inferior o igual a 30 hilos         por cm2
5516.13.00.132C,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.13.00.133E,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.13.00.134G,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.13.00.135J,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.13.00.136L,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.13.00.137N,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.13.00.138Q,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.13.00.139T,Las dem?s
5516.13.00.19,Los dem�s tejidos
5516.13.00.191V,De densidad inferior o igual a 30 hilos         por cm2
5516.13.00.192X,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.13.00.193Z,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.13.00.194B,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.13.00.195D,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.13.00.196F,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.13.00.197H,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.13.00.198K,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.13.00.199M,Las dem?s
5516.13.00.9,Las dem�s
5516.13.00.91,De ligamento tafet�n
5516.13.00.911M,De densidad inferior o igual a 30 hilos         por cm2
