codigo,descripcion
5516.13.00.912P,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.13.00.913R,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.13.00.914U,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.13.00.915W,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.13.00.916Y,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.13.00.917A,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.13.00.918C,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.13.00.919E,Las dem?s
5516.13.00.92,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5516.13.00.921Q,De densidad inferior o igual a 30 hilos         por cm2
5516.13.00.922T,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.13.00.923V,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.13.00.924X,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.13.00.925Z,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.13.00.926B,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.13.00.927D,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.13.00.928F,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.13.00.929H,Las dem?s
5516.13.00.93,Los dem�s tejidos de ligamento sarga
5516.13.00.931U,De densidad inferior o igual a 30 hilos         por cm2
5516.13.00.932W,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.13.00.933Y,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.13.00.934A,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.13.00.935C,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.13.00.936E,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.13.00.937G,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.13.00.938J,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.13.00.939L,Las dem?s
5516.13.00.99,Los dem�s tejidos
5516.13.00.991N,De densidad inferior o igual a 30 hilos         por cm2
5516.13.00.992Q,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.13.00.993T,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.13.00.994V,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.13.00.995X,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.13.00.996Z,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.13.00.997B,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.13.00.998D,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.13.00.999F,Las dem?s
5516.14.00,--Estampados
5516.14.00.1,De ray�n viscosa
5516.14.00.11,De ligamento tafet�n
5516.14.00.111F,De densidad inferior o igual a 30 hilos         por cm2
5516.14.00.112H,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.14.00.113K,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.14.00.114M,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.14.00.115P,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.14.00.116R,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.14.00.117U,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.14.00.118W,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.14.00.119Y,Las dem?s
5516.14.00.12,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5516.14.00.121J,De densidad inferior o igual a 30 hilos         por cm2
5516.14.00.122L,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.14.00.123N,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.14.00.124Q,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.14.00.125T,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.14.00.126V,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.14.00.127X,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.14.00.128Z,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.14.00.129B,Las dem?s
5516.14.00.13,Los dem�s tejidos de ligamento sarga
5516.14.00.131M,De densidad inferior o igual a 30 hilos         por cm2
5516.14.00.132P,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.14.00.133R,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.14.00.134U,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.14.00.135W,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.14.00.136Y,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.14.00.137A,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.14.00.138C,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.14.00.139E,Las dem?s
5516.14.00.19,Los dem�s tejidos
5516.14.00.191G,De densidad inferior o igual a 30 hilos         por cm2
5516.14.00.192J,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.14.00.193L,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.14.00.194N,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.14.00.195Q,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.14.00.196T,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.14.00.197V,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.14.00.198X,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.14.00.199Z,Las dem?s
5516.14.00.9,Las dem�s
5516.14.00.91,De ligamento tafet�n
5516.14.00.911Z,De densidad inferior o igual a 30 hilos         por cm2
5516.14.00.912B,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.14.00.913D,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.14.00.914F,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.14.00.915H,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.14.00.916K,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.14.00.917M,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.14.00.918P,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.14.00.919R,Las dem?s
5516.14.00.92,"De ligamento sarga, incluido el cruzado, de        curso inferior o igual a 4"
5516.14.00.921C,De densidad inferior o igual a 30 hilos         por cm3
5516.14.00.922E,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.14.00.923G,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.14.00.924J,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.14.00.925L,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.14.00.926N,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.14.00.927Q,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.14.00.928T,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.14.00.929V,Las dem?s
5516.14.00.93,Los dem�s tejidos de ligamento sarga
5516.14.00.931F,De densidad inferior o igual a 30 hilos         por cm2
5516.14.00.932H,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.14.00.933K,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.14.00.934M,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.14.00.935P,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.14.00.936R,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.14.00.937U,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.14.00.938W,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.14.00.939Y,Las dem?s
5516.14.00.99,Los dem�s tejidos
5516.14.00.991A,De densidad inferior o igual a 30 hilos         por cm2
5516.14.00.992C,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.14.00.993E,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.14.00.994G,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.14.00.995J,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.14.00.996L,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.14.00.997N,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.14.00.998Q,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.14.00.999T,Las dem?s
5516.2,"-Con un contenido de fibras artificiales  discontinuas inferior al 85 % en peso, mezcladas  exclusiva o principalmente con filamentos   sinteticos o artificiales:"
5516.21.00,--Crudos o blanqueados
5516.21.00.1,De ray�n viscosa
5516.21.00.11,De ligamento tafet�n
5516.21.00.111J,De densidad inferior o igual a 30 hilos por        cm2
5516.21.00.112L,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.21.00.113N,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.21.00.114Q,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.21.00.115T,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.21.00.116V,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.21.00.117X,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.21.00.118Z,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.21.00.119B,Las dem?s
5516.21.00.12,"De ligamento sarga, incluido el cruzado,        de curso inferior o igual a 4"
5516.21.00.121M,De densidad inferior o igual a 30 hilos por        cm2
5516.21.00.122P,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.21.00.123R,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.21.00.124U,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.21.00.125W,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.21.00.126Y,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.21.00.127A,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.21.00.128C,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.21.00.129E,Las dem?s
5516.21.00.13,Los dem�s tejidos de ligamento sarga
5516.21.00.131Q,De densidad inferior o igual a 30 hilos por        cm2
5516.21.00.132T,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.21.00.133V,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.21.00.134X,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.21.00.135Z,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.21.00.136B,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.21.00.137D,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.21.00.138F,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.21.00.139H,Las dem?s
5516.21.00.19,Los dem�s tejidos
5516.21.00.191K,De densidad inferior o igual a 30 hilos por        cm2
5516.21.00.192M,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.21.00.193P,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.21.00.194R,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.21.00.195U,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.21.00.196W,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.21.00.197Y,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.21.00.198A,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.21.00.199C,Las dem?s
5516.21.00.9,Las dem�s
5516.21.00.91,De ligamento tafet�n
5516.21.00.911C,De densidad inferior o igual a 30 hilos por        cm2
5516.21.00.912E,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.21.00.913G,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
5516.21.00.914J,De densidad superior a 45 hilos por cm2        pero inferior o igual a 54 hilos por cm2
5516.21.00.915L,De densidad superior a 54 hilos por cm2        pero inferior o igual a 63 hilos por cm2
5516.21.00.916N,De densidad superior a 63 hilos por cm2        pero inferior o igual a 74 hilos por cm2
5516.21.00.917Q,De densidad superior a 74 hilos por cm2        pero inferior o igual a 87 hilos por cm2
5516.21.00.918T,De densidad superior a 87 hilos por cm2        pero inferior o igual a 99 hilos por cm2
5516.21.00.919V,Las dem?s
5516.21.00.92,"De ligamento sarga, incluido  el cruzado,        de curso inferior o igual a 4"
5516.21.00.921F,De densidad inferior o igual a 30 hilos por        cm2
5516.21.00.922H,De densidad superior a 30 hilos por cm2        pero inferior o igual a 37 hilos por cm2
5516.21.00.923K,De densidad superior a 37 hilos por cm2        pero inferior o igual a 45 hilos por cm2
